batch,model,widthLoIn,widthHiIn,styleCount,styles
range1,,152,156,9,T2.5x18TopBtmLTE5SEC | T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,156,157,9,T2.5x18TopBtmLTE5SEC | T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,157,161,8,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,161,162,8,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,162,164,8,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,164,166,8,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,166,168,7,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,168,169,7,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,169,173,7,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,173,174,7,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,174,176,7,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,176,181,7,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,181,182,6,T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range1,,182,184,0,
range1,,0,122,0,
range1,,0,127,0,
range1,,127,131,0,
range1,,131,138,0,
range1,,138,140,0,
range1,,140,145,0,
range1,,145,148,0,
range1,,148,149,0,
range1,,149,151,0,
range1,,151,152,0,
range1,,152,156,0,
range1,,156,157,0,
range1,,157,161,0,
range1,,161,162,0,
range1,,162,164,0,
range1,,164,166,0,
range1,,166,168,0,
range1,,168,169,0,
range1,,169,173,0,
range1,,173,174,0,
range1,,174,176,0,
range1,,176,181,0,
range1,,181,182,0,
range1,,182,184,0,
range2,,184,185,5,T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,185,186,5,T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,186,187,5,T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,187,188,5,T2.5x18EverySection | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,188,190,4,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,190,191,4,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,191,193,4,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,193,194,4,T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,194,197,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,197,198,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,198,200,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,200,202,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,202,204,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,204,205,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,205,209,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,209,210,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,210,211,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,211,212,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,212,213,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,213,214,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,214,216,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,216,217,3,T3.625x18EverySection | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,217,218,2,T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
range2,,218,220,0,
range2,,184,185,0,
range2,,185,186,0,
range2,,186,187,0,
range2,,187,188,0,
range2,,188,190,0,
range2,,190,191,0,
range2,,191,193,0,
range2,,193,194,0,
range2,,194,197,0,
range2,,197,198,0,
range2,,198,200,0,
range2,,200,202,0,
range2,,202,204,0,
range2,,204,205,0,
range2,,205,209,0,
range2,,209,210,0,
range2,,210,211,0,
range2,,211,212,0,
range2,,212,213,0,
range2,,213,214,0,
range2,,214,216,0,
range2,,216,217,0,
range2,,217,218,0,
range2,,218,220,0,
range3,,220,221,1,T4.0x16EverySection
range3,,221,222,1,T4.0x16EverySection
range3,,222,223,1,T4.0x16EverySection
range3,,223,224,1,T4.0x16EverySection
range3,,224,227,1,T4.0x16EverySection
range3,,227,228,1,T4.0x16EverySection
range3,,228,229,1,T4.0x16EverySection
range3,,229,230,1,T4.0x16EverySection
range3,,230,232,1,T4.0x16EverySection
range3,,232,233,1,T4.0x16EverySection
range3,,233,234,1,T4.0x16EverySection
range3,,234,235,1,T4.0x16EverySection
range3,,235,236,1,T4.0x16EverySection
range3,,236,237,1,T4.0x16EverySection
range3,,237,238,1,T4.0x16EverySection
range3,,238,239,1,T4.0x16EverySection
range3,,239,240,1,T4.0x16EverySection
range3,,240,241,1,T4.0x16EverySection
range3,,241,244,1,T4.0x16EverySection
range3,,244,245,1,T4.0x16EverySection
range3,,245,246,1,EXCEEDS_CAPACITY
range3,,246,248,1,EXCEEDS_CAPACITY
range3,,248,250,1,EXCEEDS_CAPACITY
range3,,250,252,0,
range3,,220,221,0,
range3,,221,222,0,
range3,,222,223,0,
range3,,223,224,0,
range3,,224,227,0,
range3,,227,228,0,
range3,,228,229,0,
range3,,229,230,0,
range3,,230,232,0,
range3,,232,233,0,
range3,,233,234,0,
range3,,234,235,0,
range3,,235,236,0,
range3,,236,237,0,
range3,,237,238,0,
range3,,238,239,0,
range3,,239,240,0,
range3,,240,241,0,
range3,,241,244,0,
range3,,244,245,0,
range3,,245,246,0,
range3,,246,248,0,
range3,,248,250,0,
range3,,250,252,0,
range4,,252,253,1,EXCEEDS_CAPACITY
range4,,253,254,1,EXCEEDS_CAPACITY
range4,,254,255,1,EXCEEDS_CAPACITY
range4,,255,256,1,EXCEEDS_CAPACITY
range4,,256,257,1,EXCEEDS_CAPACITY
range4,,257,258,1,EXCEEDS_CAPACITY
range4,,258,259,1,EXCEEDS_CAPACITY
range4,,259,261,1,EXCEEDS_CAPACITY
range4,,261,262,1,EXCEEDS_CAPACITY
range4,,262,263,1,EXCEEDS_CAPACITY
range4,,263,264,1,EXCEEDS_CAPACITY
range4,,264,265,1,EXCEEDS_CAPACITY
range4,,265,266,1,EXCEEDS_CAPACITY
range4,,266,268,1,EXCEEDS_CAPACITY
range4,,268,269,1,EXCEEDS_CAPACITY
range4,,269,270,1,EXCEEDS_CAPACITY
range4,,270,271,1,EXCEEDS_CAPACITY
range4,,271,272,1,EXCEEDS_CAPACITY
range4,,272,275,1,EXCEEDS_CAPACITY
range4,,275,276,1,EXCEEDS_CAPACITY
range4,,276,277,1,EXCEEDS_CAPACITY
range4,,277,278,1,EXCEEDS_CAPACITY
range4,,278,280,1,EXCEEDS_CAPACITY
range4,,280,281,0,
range4,,252,253,0,
range4,,253,254,0,
range4,,254,255,0,
range4,,255,256,0,
range4,,256,257,0,
range4,,257,258,0,
range4,,258,259,0,
range4,,259,261,0,
range4,,261,262,0,
range4,,262,263,0,
range4,,263,264,0,
range4,,264,265,0,
range4,,265,266,0,
range4,,266,268,0,
range4,,268,269,0,
range4,,269,270,0,
range4,,270,271,0,
range4,,271,272,0,
range4,,272,275,0,
range4,,275,276,0,
range4,,276,277,0,
range4,,277,278,0,
range4,,278,280,0,
range4,,280,281,0,
range4,,281,282,1,EXCEEDS_CAPACITY
range4,,282,283,1,EXCEEDS_CAPACITY
range4,,283,286,1,EXCEEDS_CAPACITY
range4,,286,287,1,EXCEEDS_CAPACITY
range4,,288,289,1,EXCEEDS_CAPACITY
range4,,287,288,1,EXCEEDS_CAPACITY
range4,,289,290,1,EXCEEDS_CAPACITY
range4,,290,294,1,EXCEEDS_CAPACITY
range4,,294,295,1,EXCEEDS_CAPACITY
range4,,295,296,1,EXCEEDS_CAPACITY
range4,,296,299,0,
range4,,299,300,0,
range4,,300,301,1,EXCEEDS_CAPACITY
range4,,301,302,1,EXCEEDS_CAPACITY
range4,,302,304,1,EXCEEDS_CAPACITY
range4,,304,305,1,EXCEEDS_CAPACITY
range4,,305,306,1,EXCEEDS_CAPACITY
range4,,306,307,1,EXCEEDS_CAPACITY
range4,,307,308,1,EXCEEDS_CAPACITY
range4,,308,310,1,EXCEEDS_CAPACITY
range4,,310,312,1,EXCEEDS_CAPACITY
range4,,312,313,1,EXCEEDS_CAPACITY
range4,,313,314,1,EXCEEDS_CAPACITY
range4,,314,316,0,
range4,,281,282,0,
range4,,282,283,0,
range4,,283,286,0,
range4,,286,287,0,
range4,,288,289,0,
range4,,287,288,0,
range4,,289,290,0,
range4,,290,294,0,
range4,,294,295,0,
range4,,295,296,0,
range4,,296,299,0,
range4,,299,300,0,
range4,,300,301,0,
range4,,301,302,0,
range4,,302,304,0,
range4,,304,305,0,
range4,,305,306,0,
range4,,306,307,0,
range4,,307,308,0,
range4,,308,310,0,
range4,,310,312,0,
range4,,312,313,0,
range4,,313,314,0,
range4,,314,316,0,
range5,,316,322,1,EXCEEDS_CAPACITY
range5,,322,323,1,EXCEEDS_CAPACITY
range5,,323,324,1,EXCEEDS_CAPACITY
range5,,324,325,1,EXCEEDS_CAPACITY
range5,,325,329,1,EXCEEDS_CAPACITY
range5,,329,330,1,EXCEEDS_CAPACITY
range5,,330,331,1,EXCEEDS_CAPACITY
range5,,331,332,1,EXCEEDS_CAPACITY
range5,,332,333,1,EXCEEDS_CAPACITY
range5,,333,334,1,EXCEEDS_CAPACITY
range5,,334,335,1,EXCEEDS_CAPACITY
range5,,335,338,1,EXCEEDS_CAPACITY
range5,,338,340,1,EXCEEDS_CAPACITY
range5,,340,341,1,EXCEEDS_CAPACITY
range5,,341,342,1,EXCEEDS_CAPACITY
range5,,342,346,1,EXCEEDS_CAPACITY
range5,,346,347,1,EXCEEDS_CAPACITY
range5,,347,348,1,EXCEEDS_CAPACITY
range5,,348,349,1,EXCEEDS_CAPACITY
range5,,349,350,1,EXCEEDS_CAPACITY
range5,,350,351,1,EXCEEDS_CAPACITY
range5,,351,352,1,EXCEEDS_CAPACITY
range5,,352,355,1,EXCEEDS_CAPACITY
range5,,355,360,0,
range5,,316,322,0,
range5,,322,323,0,
range5,,323,324,0,
range5,,324,325,0,
range5,,325,329,0,
range5,,329,330,0,
range5,,330,331,0,
range5,,331,332,0,
range5,,332,333,0,
range5,,333,334,0,
range5,,334,335,0,
range5,,335,338,0,
range5,,338,340,0,
range5,,340,341,0,
range5,,341,342,0,
range5,,342,346,0,
range5,,346,347,0,
range5,,347,348,0,
range5,,348,349,0,
range5,,349,350,0,
range5,,350,351,0,
range5,,351,352,0,
range5,,352,355,0,
range5,,355,360,0,
range6,,360,361,1,EXCEEDS_CAPACITY
range6,,361,362,1,EXCEEDS_CAPACITY
range6,,362,363,1,EXCEEDS_CAPACITY
range6,,363,364,1,EXCEEDS_CAPACITY
range6,,364,368,1,EXCEEDS_CAPACITY
range6,,368,369,1,EXCEEDS_CAPACITY
range6,,369,370,1,EXCEEDS_CAPACITY
range6,,370,374,1,EXCEEDS_CAPACITY
range6,,374,376,1,EXCEEDS_CAPACITY
range6,,376,386,1,EXCEEDS_CAPACITY
range6,,386,390,1,EXCEEDS_CAPACITY
range6,,390,400,1,EXCEEDS_CAPACITY
range6,,400,403,1,EXCEEDS_CAPACITY
range6,,403,405,1,EXCEEDS_CAPACITY
range6,,405,408,1,EXCEEDS_CAPACITY
range6,,408,409,1,EXCEEDS_CAPACITY
range6,,409,410,1,EXCEEDS_CAPACITY
range6,,410,422,1,EXCEEDS_CAPACITY
range6,,422,432,1,EXCEEDS_CAPACITY
range6,,432,462,1,EXCEEDS_CAPACITY
range6,,462,479,1,EXCEEDS_CAPACITY
range6,,479,482,11,None | T2.5x18Top | T2.5x18TopBtmLTE5SEC | T2.5x18TopBtmEvery2ndGT5SEC | T2.5x18EverySection | T3.625x18TopBtmLTE5SEC | T3.625x18TopBtmEvery2ndGT5SEC | T3.625x18EverySection | T4.0x16TopBtmLTE5SEC | T4.0x16TopBtmEvery2ndGT5EC | T4.0x16EverySection
